Name,Temperature,Volume (ml),Calories (kcal),Caffeine (mg),Sugar (g),Fat (g),Sodium (mg),Price (KRW),Cafe,Category
ICE 디카페인 콜드브루,ICE,591.0,12.7,4.7,0.0,0.0,0.0,3500,컴포즈 커피,디카페인
HOT 디카페인 콜드브루 라떼,HOT,591.0,195.0,4.7,7.5,4.0,75.0,4000,컴포즈 커피,디카페인
ICE 디카페인 콜드브루 라떼,ICE,591.0,118.0,4.7,10.0,5.4,100.0,4000,컴포즈 커피,디카페인
HOT 디카페인 바닐라라떼,HOT,591.0,256.0,61.0,29.52,6.8,135.3,4300,컴포즈 커피,디카페인
ICE 디카페인 바닐라라떼,ICE,591.0,200.0,61.0,25.52,4.6,95.3,4300,컴포즈 커피,디카페인
HOT 디카페인 헤이즐넛라떼,HOT,591.0,257.0,61.0,29.64,6.8,135.68,4300,컴포즈 커피,디카페인
ICE 디카페인 헤이즐넛라떼,ICE,591.0,201.0,61.0,25.64,4.6,95.68,4300,컴포즈 커피,디카페인
HOT 디카페인 돌체라떼,HOT,591.0,356.0,61.0,39.4,9.6,174.25,4800,컴포즈 커피,디카페인
ICE 디카페인 돌체라떼,ICE,591.0,267.0,61.0,30.0,6.8,124.4,4800,컴포즈 커피,디카페인
HOT 더블초코라떼,HOT,591.0,388.0,0.0,38.9,15.7,174.1,3500,컴포즈 커피,라떼/기타
ICE 더블초코라떼,ICE,591.0,365.0,0.0,35.8,15.0,161.3,3500,컴포즈 커피,라떼/기타
HOT 쿠키초코라떼,HOT,591.0,532.0,0.0,51.2,16.6,402.9,3500,컴포즈 커피,라떼/기타
ICE 쿠키초코라떼,ICE,591.0,495.2,0.0,46.9,15.8,371.9,3500,컴포즈 커피,라떼/기타
HOT 민트초코 오레오라떼,HOT,591.0,569.0,0.0,53.0,18.7,382.06,3500,컴포즈 커피,라떼/기타
ICE 민트초코 오레오라떼,ICE,591.0,520.0,0.0,47.2,17.4,357.06,3500,컴포즈 커피,라떼/기타
HOT 그린티라떼,HOT,591.0,398.0,0.0,46.7,8.8,157.57,3500,컴포즈 커피,라떼/기타
ICE 그린티라떼,ICE,591.0,328.0,0.0,41.7,6.1,107.57,3500,컴포즈 커피,라떼/기타
HOT 곡물라떼,HOT,591.0,487.0,0.0,39.66,8.56,150.94,3300,컴포즈 커피,라떼/기타
ICE 곡물라떼,ICE,591.0,452.0,0.0,37.16,7.21,125.94,3300,컴포즈 커피,라떼/기타
HOT 고구마라떼,HOT,591.0,411.0,0.0,42.8,7.4,135.0,3500,컴포즈 커피,라떼/기타
ICE 고구마라떼,ICE,591.0,363.0,0.0,37.0,6.0,110.0,3500,컴포즈 커피,라떼/기타
HOT 밀크티,HOT,591.0,309.0,0.0,41.1,6.8,130.1,3800,컴포즈 커피,라떼/기타
ICE 밀크티,ICE,591.0,274.0,0.0,38.6,5.4,105.1,3800,컴포즈 커피,라떼/기타
ICE 흑당밀크티,ICE,591.0,371.0,0.0,44.9,6.75,141.2,3500,컴포즈 커피,라떼/기타
ICE 망고라떼,ICE,591.0,557.0,0.0,79.34,11.22,155.55,3800,컴포즈 커피,라떼/기타
ICE 블루베리라떼,ICE,591.0,539.0,0.0,75.59,11.2,161.0,3800,컴포즈 커피,라떼/기타
ICE 딸기라떼,ICE,591.0,420.0,0.0,52.59,11.22,138.26,3800,컴포즈 커피,라떼/기타
ICE 리얼초코자바칩프라페,ICE,591.0,575.0,0.0,55.6,17.0,190.19,4000,컴포즈 커피,스무디/프라페
ICE 민트초코오레오프라페,ICE,591.0,548.0,0.0,59.08,15.6,371.94,4000,컴포즈 커피,스무디/프라페
ICE 쿠키초코프라페,ICE,591.0,512.0,0.0,49.8,14.6,453.31,4000,컴포즈 커피,스무디/프라페
ICE 그린티프라페,ICE,591.0,519.0,0.0,64.2,12.0,118.34,4000,컴포즈 커피,스무디/프라페
ICE 딸기스무디,ICE,591.0,594.0,0.0,106.2,3.78,150.0,3800,컴포즈 커피,스무디/프라페
ICE 망고스무디,ICE,591.0,546.0,0.0,98.2,3.8,126.0,3800,컴포즈 커피,스무디/프라페
ICE 블루베리스무디,ICE,591.0,524.0,0.0,93.4,3.78,134.0,3800,컴포즈 커피,스무디/프라페
ICE 플레인요거트스무디,ICE,591.0,446.0,0.0,81.5,5.4,170.0,4000,컴포즈 커피,스무디/프라페
ICE 딸기요거트스무디,ICE,591.0,446.0,0.0,83.07,4.59,153.47,4000,컴포즈 커피,스무디/프라페
ICE 망고요거트스무디,ICE,591.0,468.0,0.0,83.1,4.6,151.5,4000,컴포즈 커피,스무디/프라페
ICE 블루베리요거트스무디,ICE,591.0,450.0,0.0,84.0,4.59,154.0,4000,컴포즈 커피,스무디/프라페
ICE 유자스무디,ICE,591.0,268.0,0.0,57.1,0.0,171.9,3800,컴포즈 커피,스무디/프라페
ICE 모카자바칩프라페,ICE,591.0,555.0,165.7,53.1,15.6,172.69,4500,컴포즈 커피,스무디/프라페
ICE 레몬에이드,ICE,591.0,179.0,0.0,43.8,0.0,8.5,3500,컴포즈 커피,주스/에이드/음료
ICE 자몽에이드,ICE,591.0,176.0,0.0,42.2,0.0,9.9,3500,컴포즈 커피,주스/에이드/음료
ICE 유자에이드,ICE,591.0,334.0,0.0,74.2,0.0,74.5,3500,컴포즈 커피,주스/에이드/음료
ICE 망고에이드,ICE,591.0,182.0,0.0,39.4,0.0,20.2,3500,컴포즈 커피,주스/에이드/음료
ICE 청포도에이드,ICE,591.0,220.0,0.0,52.23,0.03,18.34,3500,컴포즈 커피,주스/에이드/음료
ICE 블루레몬에이드,ICE,591.0,162.0,0.0,39.6,0.0,8.0,3500,컴포즈 커피,주스/에이드/음료
ICE 패션후르츠에이드,ICE,591.0,226.0,0.0,55.5,0.0,6.5,3500,컴포즈 커피,주스/에이드/음료
ICE 키위주스,ICE,591.0,224.0,0.0,34.0,0.0,0.0,3800,컴포즈 커피,주스/에이드/음료
ICE 복숭아주스,ICE,591.0,264.0,0.0,44.0,0.0,0.0,3800,컴포즈 커피,주스/에이드/음료
ICE 샤인머스켓케일주스,ICE,591.0,234.0,0.0,50.0,0.0,0.0,3800,컴포즈 커피,주스/에이드/음료
ICE 오렌지당근주스,ICE,591.0,234.0,0.0,40.0,0.0,0.0,3800,컴포즈 커피,주스/에이드/음료
HOT 페퍼민트 허브티,HOT,591.0,0.0,0.0,0.0,0.0,0.0,2500,컴포즈 커피,티
ICE 페퍼민트 허브티,HOT,591.0,0.0,0.0,0.0,0.0,0.0,2500,컴포즈 커피,티
HOT 캐모마일 허브티,HOT,591.0,0.0,0.0,0.0,0.0,0.0,2500,컴포즈 커피,티
ICE 캐모마일 허브티,HOT,591.0,0.0,0.0,0.0,0.0,0.0,2500,컴포즈 커피,티
HOT 얼그레이 홍차,HOT,591.0,0.0,0.0,0.0,0.0,0.0,2500,컴포즈 커피,티
ICE 얼그레이 홍차,ICE,591.0,0.0,0.0,0.0,0.0,0.0,2500,컴포즈 커피,티
HOT 허니자몽티,HOT,591.0,240.0,0.0,49.1,0.0,90.5,3500,컴포즈 커피,티
ICE 허니자몽티,ICE,591.0,240.0,0.0,49.1,0.0,90.5,3500,컴포즈 커피,티
HOT 허니유자티,HOT,591.0,283.0,0.0,59.1,0.0,96.9,3500,컴포즈 커피,티
ICE 허니유자티,ICE,591.0,283.0,0.0,59.1,0.0,96.9,3500,컴포즈 커피,티
HOT 허니레몬티,HOT,591.0,242.0,0.0,50.3,0.0,89.4,3500,컴포즈 커피,티
ICE 허니레몬티,ICE,591.0,242.0,0.0,50.3,0.0,89.4,3500,컴포즈 커피,티
HOT 아이스티,HOT,591.0,199.0,0.0,47.5,0.0,148.0,3000,컴포즈 커피,티
ICE 아이스티,ICE,591.0,199.0,0.0,47.5,0.0,148.0,3000,컴포즈 커피,티
HOT 자몽허니블랙티,HOT,591.0,251.0,0.0,59.02,0.0,27.04,3800,컴포즈 커피,티
ICE 자몽허니블랙티,ICE,591.0,237.0,0.0,55.68,0.0,27.04,3800,컴포즈 커피,티
HOT 블랙퍼스트,HOT,591.0,0.0,0.0,0.0,0.0,0.0,2500,컴포즈 커피,티
ICE 블랙퍼스트,ICE,591.0,0.0,0.0,0.0,0.0,0.0,2500,컴포즈 커피,티
HOT 히비스커스,HOT,591.0,0.0,0.0,0.0,0.0,0.0,2500,컴포즈 커피,티
ICE 히비스커스,ICE,591.0,0.0,0.0,0.0,0.0,0.0,2500,컴포즈 커피,티
ICE 아망추,ICE,591.0,380.0,20.0,54.0,0.0,374.0,3800,컴포즈 커피,티
ICE 빅포즈 아망추,ICE,591.0,760.0,20.0,116.0,0.0,748.0,5800,컴포즈 커피,티
ICE 빅포즈 아이스티,ICE,591.0,299.0,30.0,71.25,0.0,222.0,3900,컴포즈 커피,티
ICE 아샷추,ICE,591.0,214.0,156.0,47.5,0.0,7.5,3500,컴포즈 커피,티
ICE 빅포즈 아샷추,ICE,591.0,329.0,156.0,71.0,0.0,237.0,4400,컴포즈 커피,티
ICE 플레인밀크쉐이크,ICE,591.0,560.0,0.0,47.7,22.31,306.16,4200,컴포즈 커피,스무디/프라페
ICE 쿠키밀크쉐이크,ICE,591.0,672.0,0.0,62.3,21.19,391.7,4500,컴포즈 커피,스무디/프라페
ICE 커피밀크쉐이크,ICE,591.0,565.0,156.0,51.7,19.86,331.5,4500,컴포즈 커피,스무디/프라페
ICE 캔디소다밀크쉐이크,ICE,591.0,584.0,0.0,58.61,20.28,296.21,4200,컴포즈 커피,스무디/프라페
HOT 아메리카노,HOT,16.0,14.0,242.7,0.0,0.1,0.1,1600,매머드 커피,커피
ICE 아메리카노,ICE,20.0,14.0,242.7,0.0,0.1,0.1,1600,매머드 커피,커피
HOT 꿀커피,HOT,16.0,126.8,242.7,32.0,0.1,0.9,2300,매머드 커피,커피
ICE 꿀커피,ICE,20.0,126.8,242.7,32.0,0.1,0.9,2300,매머드 커피,커피
HOT 카페라떼,HOT,16.0,206.0,242.7,14.4,7.4,160.1,2700,매머드 커피,커피
ICE 카페라떼,ICE,20.0,158.0,242.7,10.8,5.6,120.1,2700,매머드 커피,커피
HOT 꿀라떼,HOT,16.0,318.8,242.7,46.4,7.4,160.9,3100,매머드 커피,커피
ICE 꿀라떼,ICE,20.0,270.8,242.7,42.8,5.6,120.9,3100,매머드 커피,커피
HOT 바닐라라떼,HOT,16.0,282.7,242.7,33.4,7.5,160.8,3100,매머드 커피,커피
ICE 바닐라라떼,ICE,20.0,234.7,242.7,29.8,5.6,120.8,3100,매머드 커피,커피
HOT 아몬드라떼,HOT,16.0,283.4,242.7,33.5,7.5,160.6,3100,매머드 커피,커피
ICE 아몬드라떼,ICE,20.0,235.4,242.7,29.9,5.6,120.6,3100,매머드 커피,커피
HOT 카페모카,HOT,16.0,307.3,242.7,35.8,7.7,194.0,3300,매머드 커피,커피
ICE 카페모카,ICE,20.0,259.3,242.7,32.2,5.9,154.0,3300,매머드 커피,커피
HOT 헤이즐넛 커피,HOT,16.0,211.2,244.5,24.7,1.6,210.2,2800,매머드 커피,커피
ICE 헤이즐넛 커피,ICE,20.0,211.2,244.5,24.7,1.6,210.2,2800,매머드 커피,커피
HOT 헤이즐넛라떼,HOT,16.0,403.2,244.5,39.1,9.0,370.2,3600,매머드 커피,커피
ICE 헤이즐넛라떼,ICE,20.0,355.2,244.5,35.5,7.1,370.2,3600,매머드 커피,커피
HOT 그린티 샷 라떼,HOT,16.0,385.6,331.0,52.4,7.5,162.7,3700,매머드 커피,커피
ICE 그린티 샷 라떼,ICE,20.0,337.6,331.0,48.8,5.7,122.7,3700,매머드 커피,커피
HOT 토피넛 샷 라떼,HOT,16.0,401.4,287.0,37.8,10.9,257.7,3700,매머드 커피,커피
ICE 토피넛 샷 라떼,ICE,20.0,353.4,287.0,34.2,9.1,217.5,3700,매머드 커피,커피
HOT 베트남 연유 커피,HOT,16.0,358.3,388.3,57.0,4.8,80.2,3300,매머드 커피,커피
ICE 베트남 연유 커피,ICE,20.0,459.1,388.3,74.1,6.2,104.2,3300,매머드 커피,커피
HOT 바나나 달달 커피,HOT,16.0,421.3,388.3,65.9,6.2,94.8,3300,매머드 커피,커피
ICE 바나나 달달 커피,ICE,20.0,454.8,388.3,71.6,6.6,102.8,3300,매머드 커피,커피
ICE 아샷추 복숭아 아이스티,ICE,20.0,205.9,156.3,49.0,0.1,1.1,3400,매머드 커피,커피
HOT 솔티드 카라멜 마키아토,HOT,16.0,371.7,242.7,48.0,7.4,340.1,4000,매머드 커피,커피
ICE 솔티드 카라멜 마키아토,ICE,20.0,323.7,242.7,44.4,5.6,300.1,4000,매머드 커피,커피
ICE 아인슈페너,ICE,14.0,176.1,242.7,9.5,10.2,21.1,2500,매머드 커피,커피
ICE 아인슈페너 라떼,ICE,14.0,248.1,242.7,14.9,12.9,81.1,3500,매머드 커피,커피
ICE 바닐라 크럼블 아이스크림 라떼,ICE,14.0,462.6,242.7,39.5,15.0,149.6,4900,매머드 커피,커피
HOT 믹스커피,HOT,16.0,447.5,369.0,48.4,8.4,91.1,3000,매머드 커피,커피
ICE 믹스커피,ICE,20.0,447.5,369.0,48.4,8.4,91.1,3000,매머드 커피,커피
HOT 바닐라 오트라떼,HOT,16.0,296.6,178.0,28.0,1.0,129.6,3900,매머드 커피,커피
ICE 바닐라 오트라떼,ICE,20.0,296.6,178.0,28.0,1.0,129.6,3900,매머드 커피,커피
HOT 꿀 오트라떼,HOT,16.0,304.5,129.6,33.0,1.0,129.6,3900,매머드 커피,커피
ICE 꿀 오트라떼,ICE,20.0,304.5,129.6,33.0,1.0,129.6,3900,매머드 커피,커피
HOT 딥 화이트초코모카,HOT,16.0,375.8,242.7,36.7,12.0,186.6,4500,매머드 커피,커피
ICE 딥 화이트초코모카,ICE,20.0,327.8,242.7,33.1,10.2,146.6,4500,매머드 커피,커피
HOT 콜드브루,HOT,16.0,9.0,115.9,0.0,0.0,0.5,2300,매머드 커피,커피
ICE 콜드브루,ICE,20.0,9.0,115.9,0.0,0.0,0.5,2300,매머드 커피,커피
ICE 콜드브루 라떼,ICE,20.0,144.0,154.6,9.9,5.1,110.6,3000,매머드 커피,커피
ICE 돌체 콜드브루 라떼,ICE,20.0,333.6,154.6,43.2,7.4,148.6,3500,매머드 커피,커피
HOT 달고나 콜드브루 라떼,HOT,16.0,391.6,77.3,54.9,7.4,544.8,4500,매머드 커피,커피
ICE 달고나 콜드브루 라떼,ICE,20.0,343.6,77.3,51.3,5.6,504.8,4500,매머드 커피,커피
HOT 디카페인 콜드브루,HOT,16.0,7.2,2.8,0.0,0.0,0.7,2800,매머드 커피,디카페인
ICE 디카페인 콜드브루,ICE,20.0,5.4,2.1,0.0,0.0,0.5,2800,매머드 커피,디카페인
ICE 디카페인 콜드브루 라떼,ICE,20.0,139.2,2.8,9.9,5.1,110.7,3500,매머드 커피,디카페인
ICE 디카페인 돌체 콜드브루 라떼,ICE,20.0,328.8,2.8,43.2,7.4,148.7,4000,매머드 커피,디카페인
HOT 디카페인 달고나 콜드브루 라떼,HOT,16.0,391.0,2.1,54.9,7.4,545.0,5000,매머드 커피,디카페인
ICE 디카페인 달고나 콜드브루 라떼,ICE,20.0,343.0,2.1,51.3,5.6,505.0,5000,매머드 커피,디카페인
ICE 딸기 커스터드 푸딩 라떼,ICE,20.0,471.7,0.0,52.5,17.5,115.7,5300,매머드 커피,라떼/기타
ICE 딸기 라떼,ICE,20.0,465.4,0.0,73.5,9.2,101.5,4500,매머드 커피,라떼/기타
HOT 초코 라떼,HOT,16.0,381.7,0.0,41.9,10.4,254.4,2900,매머드 커피,라떼/기타
ICE 초코 라떼,ICE,20.0,333.7,0.0,38.3,8.6,214.4,2900,매머드 커피,라떼/기타
HOT 토피넛 라떼,HOT,16.0,387.4,44.3,37.8,10.9,257.3,3300,매머드 커피,라떼/기타
ICE 토피넛 라떼,ICE,20.0,339.4,44.3,34.2,9.0,217.3,3300,매머드 커피,라떼/기타
HOT 그린티 라떼,HOT,16.0,371.7,88.3,52.4,7.4,162.6,3300,매머드 커피,라떼/기타
ICE 그린티 라떼,ICE,20.0,323.7,88.3,48.8,5.6,122.6,3300,매머드 커피,라떼/기타
HOT 고구마 라떼,HOT,16.0,426.5,0.0,45.7,7.4,661.7,3400,매머드 커피,라떼/기타
ICE 고구마 라떼,ICE,20.0,378.5,0.0,42.1,5.5,621.7,3400,매머드 커피,라떼/기타
HOT 곡물 라떼,HOT,16.0,376.2,0.0,32.9,2.1,251.0,3400,매머드 커피,라떼/기타
ICE 곡물 라떼,ICE,20.0,355.9,0.0,32.6,1.9,219.3,3400,매머드 커피,라떼/기타
HOT 달고나 라떼,HOT,16.0,385.6,0.0,54.9,7.4,544.5,4000,매머드 커피,라떼/기타
ICE 달고나 라떼,ICE,20.0,337.6,0.0,51.3,5.6,504.5,4000,매머드 커피,라떼/기타
HOT 로얄 밀크티,HOT,16.0,328.4,66.0,46.4,7.4,178.0,3500,매머드 커피,라떼/기타
ICE 로얄 밀크티,ICE,20.0,280.4,66.0,42.8,5.5,138.0,3500,매머드 커피,라떼/기타
HOT 아몬드 밀크티,HOT,16.0,335.7,49.5,41.8,7.6,173.8,3700,매머드 커피,라떼/기타
ICE 아몬드 밀크티,ICE,20.0,287.7,49.5,38.2,5.7,133.8,3700,매머드 커피,라떼/기타
ICE 딥 화이트초코 딸기 라떼,ICE,20.0,385.7,0.0,55.7,8.0,87.5,4800,매머드 커피,라떼/기타
HOT 딸기 히비스커스 티,HOT,16.0,150.6,0.0,33.6,0.1,8.3,3800,매머드 커피,티
ICE 딸기 히비스커스 티,ICE,20.0,173.6,0.0,38.2,0.1,8.8,3800,매머드 커피,티
HOT 쌍화차,HOT,16.0,301.3,0.0,31.1,0.1,188.5,3800,매머드 커피,티
ICE 쌍화차,ICE,20.0,301.3,0.0,31.1,0.1,188.5,3800,매머드 커피,티
HOT 나주 배숙차,HOT,16.0,165.7,0.0,40.2,0.0,2.3,3800,매머드 커피,티
ICE 나주 배숙차,ICE,20.0,165.7,0.0,40.2,0.0,2.3,3800,매머드 커피,티
HOT 애플 모과차,HOT,16.0,256.3,0.0,47.0,0.0,0.1,3800,매머드 커피,티
ICE 애플 모과차,ICE,20.0,256.3,0.0,47.0,0.0,0.1,3800,매머드 커피,티
ICE 포도 주스,ICE,20.0,182.2,0.0,36.1,0.2,2.8,4500,매머드 커피,티
ICE 사과 주스,ICE,20.0,176.2,0.0,32.5,0.0,7.2,4500,매머드 커피,티
ICE 토마토 주스,ICE,20.0,150.0,0.0,35.0,0.0,87.5,4500,매머드 커피,티
ICE 복숭아 아이스티,ICE,20.0,197.5,0.0,49.0,0.0,1.0,3000,매머드 커피,티
ICE 매머드 에이드,ICE,32.0,364.6,0.0,82.8,0.0,37.0,3900,매머드 커피,티
ICE 인크레드불,ICE,20.0,183.0,62.5,43.6,0.0,105.1,3000,매머드 커피,티
HOT 유자 티에이드,HOT,16.0,280.0,0.0,55.0,0.0,25.0,2300,매머드 커피,티
ICE 유자 티에이드,ICE,20.0,329.6,0.0,70.4,0.0,37.6,2300,매머드 커피,티
HOT 레몬밤 민트티,HOT,16.0,208.1,0.0,46.8,0.0,15.8,3500,매머드 커피,티
ICE 레몬밤 민트티,ICE,20.0,208.1,0.0,46.0,0.0,15.8,3500,매머드 커피,티
ICE 청포도 에이드,ICE,20.0,199.8,0.0,49.8,0.0,23.6,3500,매머드 커피,티
ICE 깔라만시 에이드,ICE,20.0,158.9,0.0,43.5,0.0,20.3,3600,매머드 커피,티
ICE 장수 오미자 에이드,ICE,20.0,211.2,0.0,51.6,0.0,19.6,3600,매머드 커피,티
HOT 한라봉 티에이드,HOT,16.0,159.7,0.0,39.2,0.0,2.1,3500,매머드 커피,티
ICE 한라봉 티에이드,ICE,20.0,265.3,0.0,65.6,0.0,19.7,3500,매머드 커피,티
HOT 청귤 티에이드,HOT,16.0,170.0,0.0,40.1,0.0,2.5,3500,매머드 커피,티
ICE 청귤 티에이드,ICE,20.0,275.6,0.0,66.5,0.0,20.1,3500,매머드 커피,티
HOT 자몽 티에이드,HOT,16.0,149.4,0.0,34.5,0.0,18.0,3500,매머드 커피,티
ICE 자몽 티에이드,ICE,20.0,255.0,0.0,34.5,0.0,2.1,3500,매머드 커피,티
HOT 블루레몬 티에이드,HOT,16.0,179.6,0.0,44.2,0.0,64.8,3500,매머드 커피,티
ICE 블루레몬 티에이드,ICE,20.0,285.2,0.0,70.6,0.0,82.4,3500,매머드 커피,티
HOT 히비스커스 유자티,HOT,16.0,228.8,0.0,44.2,0.1,27.2,3500,매머드 커피,티
ICE 히비스커스 유자티,ICE,20.0,226.2,0.0,44.1,0.1,23.3,3500,매머드 커피,티
HOT 지리산 청매실티,HOT,16.0,249.0,0.0,17.0,0.0,0.0,4000,매머드 커피,티
ICE 지리산 청매실티,ICE,20.0,249.0,0.0,17.0,0.0,0.0,4000,매머드 커피,티
ICE 수박 주스,ICE,20.0,123.9,0.0,28.5,0.0,5.2,4000,매머드 커피,티
ICE 파인애플 주스,ICE,20.0,150.0,0.0,30.0,0.0,0.0,4000,매머드 커피,티
ICE 제로 복숭아 아이스티,ICE,20.0,0.0,7.8,0.0,0.0,1.6,3000,매머드 커피,티
ICE 제로 체리콕 에이드,ICE,20.0,0.0,24.3,0.0,0.0,43.9,3600,매머드 커피,티
HOT 페퍼민트티,HOT,16.0,7.7,0.0,0.6,0.2,8.6,3700,매머드 커피,티
ICE 페퍼민트티,ICE,20.0,5.1,0.0,0.4,0.2,5.7,3700,매머드 커피,티
HOT 캐모마일티,HOT,16.0,5.7,0.0,0.0,0.1,7.8,3700,매머드 커피,티
ICE 캐모마일티,ICE,20.0,3.8,0.0,0.0,0.1,5.2,3700,매머드 커피,티
HOT 얼그레이티,HOT,16.0,5.7,92.6,0.2,0.2,6.6,3700,매머드 커피,티
ICE 얼그레이티,ICE,20.0,3.8,61.7,0.1,0.1,4.4,3700,매머드 커피,티
HOT 레몬오렌지 티,HOT,16.0,7.8,145.4,0.7,0.1,7.9,3700,매머드 커피,티
ICE 레몬오렌지 티,ICE,20.0,5.2,96.9,0.4,0.1,5.3,3700,매머드 커피,티
ICE 딸기사과 젤리 크러쉬,ICE,20.0,387.3,0.0,89.1,0.1,36.5,4500,매머드 커피,스무디/프라페
ICE 초코 프라페,ICE,20.0,721.6,0.0,78.8,21.8,296.4,4500,매머드 커피,스무디/프라페
ICE 그린티 프라페,ICE,20.0,637.1,147.2,86.6,14.4,130.3,4500,매머드 커피,스무디/프라페
ICE 민트 초코 프라페,ICE,20.0,661.8,0.0,62.5,23.9,264.3,4500,매머드 커피,스무디/프라페
ICE 피스타치오 아몬드 프라페,ICE,20.0,556.9,0.0,53.9,17.4,276.6,4500,매머드 커피,스무디/프라페
ICE 자바칩 프라페,ICE,20.0,704.4,104.3,80.7,22.4,286.8,4500,매머드 커피,스무디/프라페
ICE 콜드브루 커피 프라페,ICE,20.0,287.1,156.1,61.5,7.5,52.7,4500,매머드 커피,스무디/프라페
ICE 바나나 초코칩 프라페,ICE,20.0,712.7,0.0,83.7,21.8,203.8,4000,매머드 커피,스무디/프라페
ICE 오레오 초코 프라페,ICE,20.0,745.6,0.0,64.6,17.7,1073.9,4500,매머드 커피,스무디/프라페
ICE 플레인 요거트 스무디,ICE,20.0,358.3,0.0,51.9,5.9,257.6,3900,매머드 커피,스무디/프라페
ICE 딸기 요거트 스무디,ICE,20.0,435.1,0.0,70.2,5.9,263.5,4000,매머드 커피,스무디/프라페
ICE 블루베리 요거트 스무디,ICE,20.0,442.3,0.0,68.7,5.9,257.6,4000,매머드 커피,스무디/프라페
ICE 리얼 배 스무디,ICE,20.0,398.3,0.0,98.0,0.0,5.0,4500,매머드 커피,스무디/프라페
ICE 리얼 복숭아 스무디,ICE,20.0,398.3,0.0,92.7,0.0,137.0,4500,매머드 커피,스무디/프라페
ICE 리얼 망고 스무디,ICE,20.0,369.3,0.0,84.0,0.0,9.8,4500,매머드 커피,스무디/프라페
ICE 퍼플 젤리 스무디,ICE,20.0,422.2,0.0,68.3,1.1,91.9,3900,매머드 커피,스무디/프라페
ICE 밀크쉐이크,ICE,20.0,487.2,0.0,46.6,17.7,346.9,4000,매머드 커피,스무디/프라페
ICE 딸기밀크쉐이크,ICE,20.0,602.4,0.0,74.1,17.7,355.6,4500,매머드 커피,스무디/프라페
ICE 초코밀크쉐이크,ICE,20.0,690.3,0.0,83.2,23.1,357.6,4500,매머드 커피,스무디/프라페
ICE 솔티드 카라멜 밀크쉐이크,ICE,20.0,630.0,0.0,70.9,17.7,646.9,4500,매머드 커피,스무디/프라페
ICE 피넛버터 밀크쉐이크,ICE,20.0,857.3,0.0,58.6,25.0,581.9,4500,매머드 커피,스무디/프라페
ICE 나이트로 바닐라 크림,ICE,355.0,80.0,232.0,10.0,2.0,40.0,6300,스타벅스,커피
ICE 나이트로 콜드 브루,ICE,355.0,5.0,245.0,0.0,0.0,5.0,6200,스타벅스,커피
ICE 돌체 콜드 브루,ICE,355.0,220.0,155.0,22.0,6.0,80.0,6000,스타벅스,커피
ICE 리저브 나이트로,ICE,355.0,5.0,190.0,0.0,0.0,0.0,7500,스타벅스,커피
ICE 리저브 콜드 브루,ICE,355.0,5.0,190.0,0.0,0.0,0.0,6500,스타벅스,커피
ICE 막걸리향 크림 콜드 브루,ICE,355.0,300.0,53.0,32.0,13.0,65.0,9000,스타벅스,커피
ICE 민트콜드브루,ICE,355.0,100.0,415.0,23.0,0.0,0.0,8000,스타벅스,커피
ICE 바닐라 크림 콜드브루,ICE,355.0,125.0,155.0,11.0,6.0,58.0,6000,스타벅스,커피
ICE 시그니처 더 블랙 콜드 브루,ICE,355.0,25.0,680.0,0.0,0.0,50.0,20400,스타벅스,커피
ICE 여수 윤슬 헤이즐넛 콜드브루,ICE,355.0,240.0,53.0,27.0,9.0,80.0,7500,스타벅스,커피
ICE 오트 콜드 브루,ICE,355.0,120.0,65.0,14.0,0.3,95.0,6000,스타벅스,커피
ICE 제주 비자림 리저브 콜드 브루,ICE,355.0,205.0,250.0,26.0,4.1,100.0,9100,스타벅스,커피
ICE 콜드 브루,ICE,355.0,5.0,155.0,0.0,0.0,11.0,5100,스타벅스,커피
ICE 콜드 브루Trenta,ICE,355.0,5.0,360.0,0.0,0.0,25.0,7300,스타벅스,커피
ICE 콜드 브루 몰트,ICE,355.0,505.0,190.0,41.0,20.0,150.0,8500,스타벅스,커피
ICE 콜드 브루 플로트,ICE,355.0,225.0,190.0,18.0,10.0,70.0,8000,스타벅스,커피
ICE 흑임자 크림 콜드 브루,ICE,355.0,220.0,200.0,16.0,13.0,40.0,7500,스타벅스,커피
ICE 커피,ICE,355.0,5.0,140.0,0.0,0.0,10.0,4500,스타벅스,커피
HOT 오늘의 커피,HOT,355.0,5.0,260.0,0.0,0.0,15.0,4500,스타벅스,커피
HOT 아몬드 크림 오트 라떼,HOT,355.0,250.0,75.0,6.0,6.0,210.0,6500,스타벅스,커피
ICE 아몬드 크림 오트 라떼,ICE,355.0,230.0,75.0,25.0,5.0,180.0,6500,스타벅스,커피
ICE 헤이즐넛 클라우드 모카,ICE,355.0,230.0,85.0,26.0,7.0,75.0,6500,스타벅스,커피
HOT 헤이즐넛 클라우드 모카,HOT,355.0,290.0,85.0,31.0,9.0,130.0,6500,스타벅스,커피
HOT 에스프레소 콘 파냐,HOT,22.0,30.0,75.0,0.0,2.0,5.0,4100,스타벅스,커피
HOT 에스프레소 마키아또,HOT,22.0,10.0,75.0,0.0,0.0,0.0,3900,스타벅스,커피
HOT 스타벅스 1호점 카페 아메리카노,HOT,355.0,10.0,210.0,0.0,0.0,0.0,6000,스타벅스,커피
ICE 스타벅스 1호점 카페 아메리카노,ICE,355.0,10.0,210.0,0.0,0.0,0.0,6000,스타벅스,커피
